"Review","Tokens"
"안녕하세요 아이엄마입니다 우리아이가짱구는못말려를좋아합니다 극데우리아이가세로나온짱구는못마려가인따고합니다 넷플릭스에짱구는못말려그림완국 을민드러주세요.  제발요.","안녕/NNG|하/XSV|세요/EFN|아이/NNG|엄마/NNG|이/VCP|ㅂ니다/EFN|우리/NP|아이/NNG|가/JKS|짱/NNG|구/NNG|는/JX|못/MAG|말리/VV|어/ECS|를/JX|좋/VV|ㅂ니다/EFN|극/NNG|데/NNG|우리/NP|아이/NNG|가세/NNG|로/JKM|나오/VV|ㄴ/ETD|짱구/NNG|는/JX|못/MAG|마려/NNG|가인/NNG|따/VV|고/ECE|하/VV|ㅂ니다/EFN|넷플릭스/NNG|에/JKM|짱구/NNG|는/JX|못/MAG|말리/VV|어/ECS|그림/NNG|완국/NNG|을/JKO|민/NNG|드/VV|러/ECD|주/VXV|세요/EFN|./SF|제/XPN|발/NNG|이/VCP|요/EFN|./SF"

"아니 로그아웃 했다가 다시 로그인하면 이미 결제한 멤버십을 막 결제하라는데 여기서 어떻게 넘어가나요? 하 진짜 일 똑바로 안하네요 업데이트는커녕 리뷰는 보지도 않겠지.","아니/IC|로그/NNG|아웃/NNG|하/VV|었/EPT|다가/ECD|다시/MAG|로그인/NNG|하/XSV|면/ECE|이미/MAG|결제/NNG|하/XSV|ㄴ/ETD|멤버십/NNG|을/JKO|막/MAG|결제/NNG|하/XSV|라는/ETD|데/NNB|여기/NP|서/JKM|어떻/VA|게/ECD|넘/VV|나요/EFQ|?/SF|하/NNB|진짜/MAG|일/NNG|똑바로/MAG|안하/NNG|네/XSN|요/JX|업데이트는/UN|커녕/JX|리뷰/NNG|는/JX|보/VV|지/ECD|도/JX|안/MAG|겠/EPT|지/EFN|./SF"

"제가 좋아하는 체널이 있어 좋아요.","저/NP|가/JKS|좋/VV|는/ETD|체널/NNG|이/JKS|있/VV|어/ECD|좋/VA|아요/EFN|./SF"

"다 좋은데 아마 노트북 핸폰들로 로그인 할수있는 수가 정해져있나봐요. 폰을 바꾸면서 다시 드로그인 했는데 안되더라구요 인원수 제한 좀 늘려주세요. ","다/MAG|좋/VA|은데/ECD|아마/MAG|컴퓨터/NNG|핸폰들/UN|로/JKM|로그인/NNG|하/VV|ㄹ/ETD|수/NNB|있/VV|는/ETD|수/NNB|가/JKS|정해지/VV|어/ECS|있/VXV|나/EFQ|보/VV|아요/EFN|./SF|스마트폰/NNG|을/JKO|바꾸/VV|면서/ECE|다시/MAG|드/XPN|로그인/NNG|하/VV|었/EPT|는데/ECD|안/MAG|되/VV|더/EPT|라구요/EFN|인/NNG|원수/NNG|제한/NNG|좀/MAG|늘리/VV|어/ECS|주/VXV|세요/EFN|./SF"

"왜케끊 요.","왜/MAG|케끊/UN|이/VCP|요/EFN|./SF"

"모자이크 없애  주시고 주술회전 추가 부탁 드려요 잘 쓰고있어요.","모자이크/NNG|없애/VV|주시고/UN|주술/NNG|회전/NNG|추가/NNG|부탁/NNG|드/VV|려요/ECD|잘/MAG|쓰/VV|고/ECE|있/VXV|어요/EFN|./SF"

"넷플릭스 보는데 재미있어요.","넷플릭스/NNG|보/VV|는데/ECD|재미/NNG|있/VV|어요/EFN|./SF"

"와 영화나 드라마 애니메이션을 마음 껏 볼 수 있다니.너무 좋아요 근데 아쉬운 점이 하나 있긴해요.애니를 봐서 좋긴 한데.저가 찿는 영화나 드라마나 애니메이션이 없어요.","오/VV|아/ECS|영화/NNG|나/JC|드라마/NNG|애니메이션/NNG|을/JKO|마음/NNG|것/NNB|보/VV|ㄹ/ETD|수/NNB|있/VV|다니/EFN|./SF|너무/MAG|좋/VA|아요/EFN|근데/MAG|아쉽/VA|ㄴ/ETD|점/NNG|이/JKS|하나/NR|있/VV|기/ETN|는/JKS|하/VV|어요/EFN|./SF|애니메이션/NNG|를/JKO|보/VV|아서/ECD|좋/VA|기/ETN|는/JKS|한데/NNG|./SF|저/NP|가/JKS|찾/VV|는/ETD|영화/NNG|나/JC|드라마/NNG|나/JC|애니메이션/NNG|이/JKS|없/VA|어요/EFN|./SF"

"모든영화도 다 볼수있고 완전 좋아요.여러분도 한번 깔아보세요.","모든/MDT|영화/NNG|도/JX|다/MAG|보/VV|ㄹ/ETD|수/NNB|있/VV|고/ECE|완전/NNG|좋/VA|아요/EFN|./SF|여러분/NP|도/JX|한번/NNG|깔/VV|아/ECD|보/VV|세요/EFN|./SF"

"진격의 거인 2 3기 OVA 왜 없나요 그래도 최근까진 3기도 있었는데 3기도 사라졌는데 어떻게 된 일인가요 저만 그런가요 엉엉.","진격/NNG|의/JKG|거인/NNG|2/NR|3/NR|기/NNM|OVA/OL|왜/MAG|없/VA|나요/EFQ|그리하/VV|여도/ECD|최근/NNG|까지/JX|는/JX|3/NR|기/NNM|도/JX|있/VV|었/EPT|는데/ECD|3/NR|기/NNM|도/JX|사라지/VV|었/EPT|는데/ECD|어떻/VA|게/ECD|되/VV|ㄴ/ETD|일/NNG|이/VCP|ㄴ가요/ECS|저/NP|만/JX|그러/VV|ㄴ가요/ECS|엉엉/MAG|./SF"

"잘 사용하고 있습니다. 다만 저는 작품 중 분명 한국어 더빙판을 봤는데 관련 정보는 죄다 일본 성우만 표기되어 있어 불편하고 불쾌했습니다. 성우분들께는 배우와 같이 자신이 어떤 작품에서 무슨 캐릭터를 연기하셨는지 즉 커리어가 굉장히 중요합니다. 하지만 어느 작품에서도 한국 성우 표기를 볼 수 없더군요. 한국 성우 표기 제대로 부탁드려요.","잘/MAG|사용/NNG|하/XSV|고/ECE|있/VXV|습니다/EFN|./SF|다만/MAG|절/VV|는/ETD|작품/NNG|중/NNB|분명/MAG|한국어/NNG|더빙/NNG|판/NNG|을/JKO|보/VV|았/EPT|는데/ECD|관련/NNG|정보/NNG|는/JX|죄다/MAG|일본/NNG|성우/NNP|만/JX|표기/NNG|되/XSV|어/ECD|있/VXV|어/ECD|불편/NNG|하/XSV|고/ECE|불쾌/NNG|하/XSV|었/EPT|습니다/EFN|./SF|성우/NNP|분/NNG|들/XSN|께/JKM|는/JX|배우/NNG|와/JKM|같이/MAG|자신/NNG|이/JKS|어떤/MDT|작품/NNG|에서/JKM|무슨/MDT|캐릭터/NNG|를/JKO|연기/NNG|하/XSV|시/EPH|었/EPT|는지/ECS|즉/MAG|커리어/NNG|가/JKS|굉장히/MAG|중요/NNG|하/XSV|ㅂ니다/EFN|./SF|하지만/MAC|어느/MDT|작품/NNG|에서/JKM|도/JX|한국/NNG|성우/NNP|표기/NNG|를/JKO|보/VV|ㄹ/ETD|수/NNB|없/VA|더군요/EFI|./SF|한국/NNG|성우/NNP|표기/NNG|제대/NNG|로/JKM|부탁/NNG|어요/EFN|./SF"

"좋다 근데 볼께 점점 없어진다 아쉽다.","좋/VA|다/ECS|그/VA|ㄴ데/ECE|보/VV|ㄹ게/EFN|점점/MAG|없/VA|어/ECD|지/VXV|ㄴ다/ECS|아쉽/VA|다/EFN|./SF"

"보려한게 너무 없어요. 그래도 재미는 있어요.","보/VV|려/ECD|하/VV|ㄴ/ETD|것/NNB|이/JKS|너무/MAG|없/VA|어요/EFN|./SF|그리하/VV|여도/ECD|재미/NNG|는/JX|있/VV|어요/EFN|./SF"

"나쁘지 않아요. 다만 TV에서 폰으로 보던거 이어보기 같은거는 좀더 편하게 가능하도록 UI를 개선해 주면 더 좋을것 같습니다.","나쁘/VA|지/ECD|안/MAG|아요/EFN|./SF|다만/MAG|TV/OL|에서/JKM|스마트폰/NNG|으로/JKM|보/VV|더/EPT|ㄴ/ETD|거/NNB|있/VV|어/ECD|보기/NNG|같/VA|은/ETD|거/NNB|는/JX|좀더/MAG|편하/VA|게/ECD|가능/NNG|하/XSV|도록/ECD|UI/OL|를/JKO|개선/NNG|하/XSV|어/ECS|주/VXV|면/ECE|더/MAG|좋/VA|을/ETD|것/NNB|같/VA|습니다/EFN|./SF"

"P11PRO 사용중인데 화질이 SD로만 됩니다 개선해 주세요. ","P/OL|11/NR|PRO/OL|사용/NNG|중/NNB|이/VCP|ㄴ데/ECE|화질/NNG|이/JKS|SD/OL|로만/NNG|되/VV|ㅂ니다/EFN|개선/NNG|하/XSV|어/ECS|주/VXV|세요/EFN|./SF"

"19세 걸어놓고 모자이크 처리는 왜하는건가요? 원작훼손좀 하지마세요 보는맛 개떨어지니까.","19/NR|세/NNM|걷/VV|어/ECD|놓/VXV|고/ECE|모자이크/NNG|처리/NNG|는/JX|왜/MAG|하/VV|는/ETD|것/NNB|이/VCP|ㄴ가요/EFQ|?/SF|원작/NNG|훼손/NNG|좀/MAG|하/VV|지/ECD|마세/NNG|요/JX|보/VV|는/ETD|맛/NNG|개/NNG|떨어지/VV|니까/ECD|./SF"

"다 좋은데 화면 오류로 계속 이상하게 뜨네요 윗부분이 덜 보여서 불편해요.","다/MAG|좋/VA|은데/ECD|화면/NNG|오류/NNG|로/JKM|계속/MAG|이상/NNG|하/XSV|게/ECD|뜨/VV|네요/EFN|윗/NNG|부분/NNG|이/JKS|덜/MAG|보/VV|어서/ECD|불편/NNG|하/XSV|어요/EFN|./SF"

"넷플릭스키면 로고이후에 아무런 반응이없음 왜이럼.?","넷플릭스/NNG|키/VV|면/ECE|로고/NNG|이후/NNG|에/JKM|아무런/MDT|반응/NNG|이/JKS|없/VA|음/ETN|왜/MAG|이러/VV|ㅁ/ETN|./SF|?/SF"

"영상이 너무 끊기고 다음 화 자동으로 넘어가는 거 불편해요.","영상/NNG|이/JKS|너무/MAG|끊기/VV|고/ECE|다음/NNG|화/NNG|자동/NNG|으로/JKM|넘/VV|는/ETD|거/NNB|불편/NNG|하/XSV|어요/EFN|./SF"

"앱실행하면 넷플릭스 화면에서 왜 넘어가지가 않죠.?","앱/NNG|실행/NNG|하/XSV|면/ECE|넷플릭스/NNG|화면/NNG|에서/JKM|왜/MAG|넘/VV|지/ECD|가/VV|아/ECS|안/MAG|죠/EFN|./SF|?/SF"

"자꾸 안들어가지고 지워다 다시 깔고 비번까지 해야지 열리는 것 진짜 고쳐주세요. ","자꾸/MAG|안/MAG|듣/VV|어/ECD|가지/VXV|고/ECE|지우/VV|어/ECS|다/MAG|다시/MAG|깔/VV|고/ECE|비번/NNG|까지/JX|하/VV|어야지/EFN|열리/NNG|는/JX|것/NNB|진짜/MAG|고치/VV|어/ECS|주/VXV|세요/EFN|./SF"

"제가 좀비물을 좋아하는데 킹덤 부산행 지우학등 많이 있어서 좋아요.","제가/NNG|좀비/NNG|물/NNG|을/JKO|좋/VV|는데/ECD|킹/NNG|덤/NNG|부산/NNG|행/NNG|지금우리학교는/NNP|등/NNB|많이/MAG|있/VV|어서/ECD|좋/VA|아요/EFN|./SF"

"써보니 별로다 인터넷연결 잘되어이 는데 랙은 걸리고 재생도 안돼고 화면 멈추고 화질도 안좋다 내가쓴 앱중에서 제일 최악앱이다 똥플릭스줄.","쓰/VV|어/ECS|보/VV|니/ECD|별로/MAG|다/MAG|인터넷/NNG|연결/NNG|잘/MAG|되/VV|어/ECD|이/NNG|늘/VV|ㄴ/ETD|데/NNB|랙/NNG|은/JX|걸리/VV|고/ECE|재생/NNG|도/JX|안/MAG|되/VV|고/ECE|화면/NNG|멈추/VV|고/ECE|화질/NNG|도/JX|안/MAG|좋/VA|다/ECS|내가/NNG|쓰/VV|ㄴ/ETD|앱/NNG|중/NNB|에서/JKM|제일/NNG|최악/NNG|앱/NNG|이/VCP|다/ECS|똥/NNG|넷플릭스/NNG|줄/NNG|./SF"

"일주일전부터 넷플릭스 들어가면 넷플릭스 메인화면만뜨고 그대로 멈춰요 해결 좀 해 주세요.  돈내고 못보는 상황 이해하십니까?","일주일/NNG|전/NNG|부터/JX|넷플릭스/NNG|들어가/VV|면/ECE|넷플릭스/NNG|메인/NNG|화면/NNG|만/JX|뜨/VV|고/ECE|그대로/MAG|멈추/VV|어/ECS|요/NNG|해결/NNG|좀/MAG|하/VV|어/ECS|주/VXV|세요/EFN|./SF|돈/NNG|내/VV|못/MAG|보/VV|는/ETD|상황/NNG|이해/NNG|하/XSV|시/EPH|ㅂ니까/EFQ|?/SF"

"좋은데 좀 뭔가 없는게 많아요.","좋/VA|은데/ECD|좀/MAG|뭔/MDT|가/NNG|없/VA|는/ETD|것/NNB|이/JKS|많/VA|아요/EFN|./SF"

"려8 혀 6 6 7 7샤샤7667랴샤.","려/ECD|8/NR|히/VV|어/ECS|6/NR|6/NR|7/NR|7/NR|샤샤/UN|7667/NR|랴샤/UN|./SF"

"심심할 때 최고입니다.","심심/XR|하/XSA|ㄹ/ETD|때/NNG|최고/NNG|이/VCP|ㅂ니다/EFN|./SF"

"아니 왜 딱 그날 나와야하는 그게 안나오나요 진짜 그럴가면 하루 뒤로 해 주세요.  진짜 빡치고요.로딩도 진짜 좀 어떻해 안될까요?","아니/IC|왜/MAG|딱/MAG|그날/NNG|나오/VV|아야/ECD|하/VV|는/ETD|그/VA|게/ECD|안/MAG|나오/VV|나요/EFQ|진짜/MAG|그러/VV|ㄹ/ETD|가면/NNG|하루/NNG|뒤/NNG|로/JKM|하/VV|어/ECS|주/VXV|세요/EFN|./SF|진짜/NNG|빡/NNG|치/VV|고요/EFN|./SF|로딩/NNG|도/JX|진짜/NNG|좀/MAG|어떻하/VA|어/ECS|안/MAG|되/VV|ㄹ까요/EFQ|?/SF"

"여러분 넷플 나왔을 때부터 지금까지 사용중인데 이젠 오류 해결도 안하네요 이동합시다. 고객들 문의사항 답변도 안달아주네요. 왓차로 가자. 디바이스에 오류가 발생했습니다. 디바이스를 재시작해 주세요. . 501. 109 이 오류 언제 수정할 예정?","여러분/NP|넷플릭스/NNG|나오/VV|았/EPT|을/ETD|때/NNG|부터/JX|지금/NNG|까지/JX|사용/NNG|중/NNB|이/VCP|ㄴ데/ECE|이젠/NNP|오류/NNG|해결/NNG|도/JX|안하/NNG|네/XSN|요/JX|이동/NNG|합/NNG|시/XSN|이/VCP|다/EFN|./SF|고객/NNG|들/XSN|문의/NNG|사항/NNG|답변/NNG|도/JX|안/MAG|닫/VV|아/ECD|주/VXV|네요/EFN|./SF|왓차/NNG|로/JKM|가/VV|자/ECE|./SF|디바이스/NNG|에/JKM|오류/NNG|가/JKS|발생/NNG|하/XSV|었/EPT|습니다/EFN|./SF|디바이스/NNG|를/JKO|재/XPN|시작/NNG|하/XSV|어/ECS|주/VXV|세요/EFN|./SF|./SF|501/NR|./SF|109/NR|이/MDT|오류/NNG|언제/MAG|수정/NNG|하/XSV|ㄹ/ETD|예정/NNG|?/SF"

"다른앱쓰다가 넘어왔는데 최신영화업데이트 빠르고 예능도 많아서좋습니다 요즘 넷플릭스만 보는거같네요 번창하세요.","다른/MDT|앱/NNG|쓰/VV|다가/ECD|넘어오/VV|았/EPT|는데/ECD|최신/NNG|영화/NNG|업데이트/NNG|빠르/VA|고/ECE|예능/NNG|도/JX|많/VA|아서/ECD|좋/VA|습니다/EFN|요즘/NNG|넷플릭스/NNG|만/JX|보/VV|는/ETD|거/NNB|같/VA|네요/EFN|번창/NNG|하/XSV|세요/EFN|./SF"

"시청하기에 너무 좋아요.","시청/NNG|하/XSV|기에/ECD|너무/MAG|좋/VA|아요/EFN|./SF"

"귀멸의 칼날 2기 어제나와요? 그리고 영화 잘보고 있어요.","귀멸의칼날/NNP|2/NR|기/NNM|어제/MAG|나오/VV|아요/EFN|?/SF|그리고/MAG|영화/NNG|잘/MAG|보/VV|고/ECE|있/VXV|어요/EFN|./SF"

"PIP 화면에서도 자막이 나왔으면 좋겠습니다. 영상 틀어두고 다른 작업하는데 이게 안돼서 외국 영화를 보기 불편합니다.","PIP/OL|화면/NNG|에서/JKM|도/JX|자막/NNG|이/JKS|나오/VV|았/EPT|으면/ECD|좋/VA|겠/EPT|습니다/EFN|./SF|영상/NNG|튿/VV|어/ECD|두/VXV|고/ECE|다른/MDT|작업/NNG|하/XSV|는데/ECD|이것/NP|이/JKS|안/MAG|되/VV|어서/ECD|외국/NNG|영화/NNG|를/JKO|보/VV|기/ETN|불편/NNG|하/XSV|ㅂ니다/EFN|./SF"

"서배스천이 아니라 세바스찬 입니다.","스/VV|어/ECS|배스/NNG|천이/NNG|아니/VCN|라/ECD|세바/NNG|스찬/UN|이/VCP|ㅂ니다/EFN|./SF"

"원피스 왜없음?","원피스/NNG|왜/MAG|없/VA|음/ETN|?/SF"

"왜 어플이 실행도 안되면서 돈을 받아가나요? 너무하네요 정말.","왜/MAG|앱/NNG|이/JKS|실행/NNG|도/JX|안/MAG|되/VV|면서/ECE|돈/NNG|을/JKO|받/VV|아/ECD|가/JKS|나/VV|아요/EFN|?/SF|너무하/VA|네요/EFN|정말/MAG|./SF"

"가격만 비쌈.","가격/NNG|만/JX|비/NNG|쌈/NNG|./SF"

"근데 진짜궁금한건데 진격거애니3기나만 없어지고 안보임? 2월14일부터3기가 없어졌는데나만 그런거아니지.","근데/MAG|진짜/MAG|궁금/XR|하/XSA|ㄴ/ETD|것/NNB|이/VCP|ㄴ데/ECD|진격/NNG|거애니메이션/NNG|3/NR|기/NNM|나/JX|만/JX|없/VA|어/ECD|지/VXV|고/ECE|안/MAG|보임/NNG|?/SF|2/NR|월/NNM|14/NR|일/NNM|부터/JX|3/NR|기가/NNG|없/VA|어/ECD|지/VXV|었/EPT|는데/ECD|나/NP|만/JX|그렇/VA|ㄴ/ETD|거/NNB|아니/VV|지/ECD|./SF"

"하늘에서본한국좀 다시 업로드해 주세요. ","하늘/NNG|에서/JKM|보/VV|ㄴ/ETD|한국/NNG|좀/MAG|다시/MAG|업로드/NNG|하/XSV|어/ECS|주/VXV|세요/EFN|./SF"

"죠죠 3부 번역한사람 진짜 재미없게 번역하네.","죠/VA|죠/EFN|3/NR|부/NNM|번역/NNG|하/XSV|ㄴ/ETD|사람/NNG|진짜/MAG|재미없/VA|게/ECD|번역/NNG|하/XSV|네/EFN|./SF"

"자막이 너무작고 빨리지나가서 읽기힘들어요.","자막/NNG|이/JKS|너무/MAG|작고/NNG|빨리/MAG|지나가/VV|서/ECD|읽/VV|기/ETN|힘들/VA|어요/EFN|./SF"

"샤오미 미패드5 WIDEVINE 문제 고쳐주세욥.","샤오미/NNG|미/NNG|패드/NNG|5/NR|WIDEVINE/OL|문제/NNG|고치/VV|어/ECS|주세/NNG|욥/UN|./SF"

"진짜 볼게 너무 없네요 영화 애니 등을 보는 앱중에선 제일 별로입니다. 그리고 보고싶던것들이 다 없어져서 더 안보게되네요 돈 아깝다고 다른앱으로 보자고 해도 안봐꿔서 언니가 짜증나 죽겠습니다.","진짜/MAG|보/VV|ㄹ/ETD|것/NNB|이/JKS|너무/MAG|없/VA|네요/EFN|영화/NNG|애니메이션/NNG|등/NNG|을/JKO|보/VV|는/ETD|앱/NNG|중/NNB|에/JKM|선/NNG|제일/NNG|별로/MAG|일/VV|ㅂ니다/EFN|./SF|그리고/MAG|보/VV|고/ECE|싶/VX|더/EPT|ㄴ/ETD|것/NNM|들이/VV|다/ECS|없/VA|어/ECD|지/VXV|어서/ECD|더/MAG|안/MAG|보/VV|게/ECD|되/VV|네요/EFN|돈/NNG|아깝/VA|다고/EFN|다른/MDT|앱/NNG|으로/JKM|보/VV|자고/EFQ|하/VV|어도/ECD|안/MAG|보/VV|아/ECS|꾸/VV|어서/ECD|언니/NNG|가/JKS|짜증나/VV|아/ECS|죽/VV|겠/EPT|습니다/EFN|./SF"

"왜안들어가지는걸까요 그제 결제는 따박따박 잘되면서.","왜/MAG|안/MAG|들어가/VV|지/ECD|는/JX|걸/VV|ㄹ까요/ECD|그제/NNG|결제/NNG|는/JX|따박따박/MAG|잘/MAG|되/VV|면서/ECE|./SF"

"잘 보고있는데요 도쿄리벤져스 추가해 주세요. .","잘/MAG|보/VV|고/ECE|있/VXV|는데요/ECD|도쿄리벤져스/NNP|추가/NNG|하/XSV|어/ECS|주/VXV|세요/EFN|./SF|./SF"

"쓸데없이 비싸다.","쓸데없이/MAG|비싸/VA|다/EFN|./SF"

"비싼거빼고는 좋죠.","비싸/VA|ㄴ/ETD|거/NNB|빼/VV|고는/ECE|좋/VA|죠/EFN|./SF"

"괜찮게 쓰다가 갑자기 아랍어로 바뀌어서 한국어로 계속 변경하는데도 주기적으로 아랍어로 바뀌네요. 무슨 문제인가요? 해킹이라기에는 다른 사람들과 계정 공유중인데 제 것만 이런 상황이라 좀 황당하고 계속 언어 바꾸려니 귀찮네요. 저만 이런가요?","괜찮/VA|게/ECD|쓰/VV|다가/ECD|갑자기/MAG|아랍어/NNG|로/JKM|바꾸/VV|어서/ECD|한국어/NNG|로/JKM|계속/NNG|변경/NNG|하/XSV|는데/ECD|도/JX|주기적/NNG|으로/JKM|아랍어/NNG|로/JKM|바꾸/VV|네요/EFN|./SF|무슨/MDT|문제/NNG|이/VCP|ㄴ가요/EFQ|?/SF|해킹/NNG|이/VCP|라/ECD|기/NNG|에/JKM|는/JX|다른/MDT|사람/NNG|들/XSN|과/JKO|계정/NNG|공유/NNG|중/NNB|이/VCP|ㄴ데/ECE|저/NP|의/JKG|것/NNB|만/JX|이런/MDT|상황/NNG|이/VCP|라/ECD|좀/MAG|황/NNG|당하/XSV|고/ECE|계속/NNG|언어/NNG|바꾸/VV|려니/EFN|귀찮/VA|네요/EFN|./SF|저/NP|만/JX|이렇/VA|ㄴ가요/EFQ|?/SF"

"첫화면에서 안움직이네.","첫/MDT|화면/NNG|에서/JKM|안/MAG|움직이/VV|네/EFN|./SF"

"업데이트 이후로 로그인 안됩니다 재설치해도 그대로입니다.","업데이트/NNG|이후/NNG|로/JKM|로그인/NNG|안/MAG|되/XSV|ㅂ니다/EFN|재설/NNG|하/XSV|지/ECD|하/VV|어도/ECD|그대로/MAG|일/VV|ㅂ니다/EFN|./SF"

"쇼미더머니랑 너의 목소리가 들려 추가해 주세요. .","쇼/NNG|미/NNG|드/VV|어/ECS|머니/NNG|랑/JC|너/NP|의/JKG|목소리/NNG|가/JKS|듣/VV|어/ECS|추가/NNG|하/XSV|어/ECS|주/VXV|세요/EFN|./SF|./SF"

"집콕에 대안.","집/NNG|콕/NNG|에/JKM|대안/NNG|./SF"

"혹시 제가 회원가입을 한적이 있나요? 알아봐주세요. .","혹시/MAG|제가/NNG|회원/NNG|가입/NNG|을/JKO|하/VV|ㄴ/ETD|적이/MAG|있/VV|나요/EFQ|?/SF|알아보/VV|아/ECS|주/VXV|세요/EFN|./SF|./SF"

"찜 누르면 3초 정도 있다가 자동으로 찜이 해제되는 오류는 언제 고쳐주나요?","찜/NNG|누르/VV|면/ECE|3/NR|초/NNM|정도/NNG|있/VV|다가/ECD|자동/NNG|으로/JKM|찜/NNG|이/JKS|해제/NNG|되/XSV|는/ETD|오류/NNG|는/JX|언제/MAG|고치/VV|어/ECS|주/VXV|나요/EFQ|?/SF"

"몇일전부터 폰. 로그인이 안됩니다 첫화면에서 안넘어가요 다시깔아도 그대로.","몇/MDT|일전/NNG|부터/JX|스마트폰/NNG|./SF|로그인/NNG|이/JKS|안/MAG|되/VV|ㅂ니다/EFN|첫/MDT|화면/NNG|에서/JKM|안/MAG|넘/VV|어/ECD|가요/NNG|다시/MAG|깔/VV|아도/ECD|그대로/MAG|./SF"

"제가 갤럭시 Z플립3 사용 하는데 플립3에 플렉스 모드가 있어요 넷플릭스 플렉스 모드 설정 헤주면 넷플릭스 플렉스 모드 사용 가능 하는데 넷플릭스에서 플렉스모드 사용 하면 플렉스모드가 된다 안된다 하고 있어서 해결해 주세요.  빨리 해결해 주세요. ","제가/NNG|갤럭시/NNG|Z/OL|플립/NNG|3/NR|사용/NNG|하/VV|는데/ECD|플립/NNG|3/NR|에/JKM|플렉스/NNG|모드/NNG|가/JKS|있/VV|어요/EFN|넷플릭스/NNG|플렉스/NNG|모드/NNG|설정/NNG|헤/MAG|주면/NNG|넷플릭스/NNG|플렉스/NNG|모드/NNG|사용/NNG|가능/NNG|하/VV|는데/ECD|넷플릭스/NNG|에서/JKM|플렉스/NNG|모드/NNG|사용/NNG|하/VV|플렉스/NNG|모드/NNG|가/JKC|되/VV|ㄴ다/ECS|안/MAG|되/VV|ㄴ다/ECS|하/VV|고/ECE|있/VXV|어서/ECD|해결/NNG|하/XSV|어/ECS|주/VXV|세요/EFN|./SF|빨리/MAG|해결/NNG|하/XSV|어/ECS|주/VXV|세요/EFN|./SF"

"없는게 너무 많아요. 해품달도 없고 웹드 하나도 없어요 어하루도 없고 라이온 킹 겨울왕국 등등 진짜 기본적인 영상들도 없는데 그냥 요즘 뜨는거 몇 개만 올려놓으시면 재미가 있겠어요?","없/VA|는/ETD|것/NNB|이/JKS|너무/MAG|많/VA|아요/EFN|./SF|하/VV|어/ECS|품달/NNG|도/JX|없/VA|고/ECE|웹드라마/NNG|하나/NR|도/JX|없/VA|어요/EFN|어하/NNG|로/JKM|도/JX|없/VA|고/ECE|라이온/NNG|킹/NNG|겨울/NNG|왕국/NNG|등등/NNB|진짜/MAG|기본/NNG|적인/NNG|영상/NNG|들/XSN|도/JX|없/VA|는데/ECD|그냥/MAG|요즘/NNG|뜨/VV|는/ETD|거/NNB|몇/MDT|개/NNM|만/JX|올려놓/VV|으시/EPH|면/ECE|재미/NNG|가/JKS|있/VV|겠/EPT|어요/EFN|?/SF"

"응? 갑하고 왔는데 앱설치 안되면 어쩌라능겨?","응/UN|?/SF|갑/NNG|하/XSV|고/ECE|오/VX|았/EPT|는데/ECD|앱/NNG|설치/NNG|안/MAG|되/XSV|면/ECE|어쩌/VV|라/ECD|능/NNG|기/VV|어/ECS|?/SF"

"요즘 폰으로 볼때 작은화면으로 보면 화면이 너무 어두워요 폰자체는 밝은데 컨텐츠 작은화면 이 너무 어두워서 조정해도 잘 안되네요 확인해 주세요. ","요즘/NNG|스마트폰/NNG|으로/JKM|보/VV|ㄹ/ETD|때/NNG|작/VA|은/ETD|화면/NNG|으로/JKM|보/VV|면/ECE|화면/NNG|이/JKS|너무/MAG|어둡/VA|어요/EFN|스마트폰/NNG|자체/NNG|는/JX|밝/VA|은데/ECD|컨텐츠/NNG|작/VA|은/ETD|화면/NNG|이/NNG|너무/MAG|어둡/VA|어서/ECD|조정/NNG|하/XSV|어도/ECD|잘/MAG|안/MAG|되/VV|네요/EFN|확인/NNG|하/XSV|어/ECS|주/VXV|세요/EFN|./SF"

